1.7004e-02 1.0000e-08
1.7004e-02 1.1220e-08
1.7004e-02 1.2590e-08
1.7004e-02 1.4126e-08
1.7004e-02 1.5850e-08
1.7004e-02 1.7784e-08
1.7004e-02 1.9954e-08
1.7004e-02 2.2389e-08
1.7004e-02 2.5121e-08
1.7004e-02 2.8187e-08
1.7004e-02 3.1626e-08
1.7004e-02 3.5486e-08
1.7004e-02 3.9816e-08
1.7004e-02 4.4675e-08
1.7004e-02 5.0127e-08
1.7004e-02 5.6244e-08
1.7004e-02 6.3107e-08
1.7004e-02 7.0808e-08
1.7004e-02 7.9449e-08
1.7004e-02 8.9145e-08
1.7004e-02 1.0002e-07
1.7004e-02 1.1223e-07
1.7004e-02 1.2592e-07
1.7004e-02 1.4129e-07
1.7004e-02 1.5853e-07
1.7004e-02 1.7788e-07
1.7004e-02 1.9959e-07
1.7004e-02 2.2394e-07
1.7004e-02 2.5127e-07
1.7004e-02 2.8193e-07
1.7004e-02 3.1634e-07
1.7004e-02 3.5494e-07
1.7004e-02 3.9825e-07
1.7004e-02 4.4685e-07
1.7004e-02 5.0138e-07
1.7004e-02 5.6257e-07
1.7004e-02 6.3122e-07
1.7005e-02 7.0825e-07
1.7005e-02 7.9468e-07
1.7005e-02 8.9165e-07
1.7005e-02 1.0005e-06
1.7005e-02 1.1225e-06
1.7005e-02 1.2595e-06
1.7005e-02 1.4132e-06
1.7005e-02 1.5857e-06
1.7006e-02 1.7792e-06
1.7006e-02 1.9963e-06
1.7006e-02 2.2399e-06
1.7006e-02 2.5133e-06
1.7007e-02 2.8200e-06
1.7007e-02 3.1641e-06
1.7007e-02 3.5502e-06
1.7008e-02 3.9835e-06
1.7008e-02 4.4696e-06
1.7009e-02 5.0150e-06
1.7010e-02 5.6270e-06
1.7010e-02 6.3136e-06
1.7011e-02 7.0841e-06
1.7012e-02 7.9486e-06
1.7013e-02 8.9186e-06
1.7014e-02 1.0007e-05
1.7015e-02 1.1228e-05
1.7017e-02 1.2598e-05
1.7018e-02 1.4136e-05
1.7020e-02 1.5861e-05
1.7022e-02 1.7796e-05
1.7024e-02 1.9968e-05
1.7027e-02 2.2404e-05
1.7029e-02 2.5139e-05
1.7032e-02 2.8206e-05
1.7036e-02 3.1648e-05
1.7040e-02 3.5510e-05
1.7044e-02 3.9844e-05
1.7049e-02 4.4706e-05
1.7054e-02 5.0161e-05
1.7060e-02 5.6283e-05
1.7067e-02 6.3151e-05
1.7074e-02 7.0857e-05
1.7082e-02 7.9504e-05
1.7092e-02 8.9206e-05
1.7102e-02 1.0009e-04
1.7113e-02 1.1231e-04
1.7126e-02 1.2601e-04
1.7139e-02 1.4139e-04
1.7155e-02 1.5864e-04
1.7171e-02 1.7800e-04
1.7190e-02 1.9972e-04
1.7210e-02 2.2410e-04
1.7232e-02 2.5144e-04
1.7256e-02 2.8213e-04
1.7282e-02 3.1656e-04
1.7310e-02 3.5519e-04
1.7340e-02 3.9853e-04
1.7373e-02 4.4716e-04
1.7407e-02 5.0173e-04
1.7443e-02 5.6296e-04
1.7481e-02 6.3166e-04
1.7520e-02 7.0874e-04
1.7561e-02 7.9522e-04
1.7602e-02 8.9227e-04
1.7643e-02 1.0012e-03
1.7684e-02 1.1233e-03
1.7720e-02 1.2604e-03
1.7756e-02 1.4142e-03
1.7793e-02 1.5868e-03
1.7808e-02 1.6582e-03
1.8058e-02 1.7804e-03
1.8455e-02 1.9977e-03
1.8816e-02 2.2415e-03
1.9139e-02 2.5150e-03
1.9419e-02 2.8219e-03
1.9637e-02 3.1663e-03
1.9800e-02 3.5527e-03
1.9911e-02 3.9862e-03
1.9982e-02 4.3670e-03
2.0186e-02 4.4727e-03
2.1152e-02 5.0185e-03
2.1790e-02 5.6309e-03
2.2184e-02 6.3180e-03
2.2368e-02 7.0890e-03
2.2420e-02 7.3768e-03
2.3471e-02 7.9541e-03
2.4563e-02 8.9247e-03
2.5034e-02 1.0014e-02
2.5156e-02 1.0807e-02
2.5898e-02 1.1236e-02
2.7660e-02 1.2607e-02
2.8161e-02 1.4145e-02
2.8226e-02 1.4557e-02
3.0350e-02 1.5872e-02
3.1516e-02 1.7808e-02
3.1670e-02 1.8891e-02
3.3457e-02 1.9982e-02
3.5374e-02 2.2420e-02
3.5535e-02 2.3636e-02
3.7860e-02 2.5156e-02
3.9785e-02 2.8226e-02
3.9871e-02 2.8878e-02
4.3749e-02 3.1670e-02
4.4718e-02 3.5535e-02
4.4737e-02 3.5637e-02
5.0021e-02 3.9871e-02
5.0196e-02 4.1478e-02
5.4291e-02 4.4737e-02
5.6311e-02 5.0196e-02
5.6322e-02 5.0252e-02
6.3126e-02 5.6322e-02
6.3195e-02 5.7009e-02
7.0134e-02 6.3195e-02
7.0906e-02 7.0906e-02
7.0906e-02 7.0908e-02
7.9556e-02 7.9559e-02
7.9559e-02 7.9576e-02
8.9251e-02 8.9268e-02
8.9268e-02 8.9391e-02
1.0004e-01 1.0016e-01
1.0016e-01 1.0158e-01
1.1096e-01 1.1238e-01
1.1238e-01 1.2610e-01
1.1238e-01 1.2610e-01
1.2610e-01 1.4149e-01
1.2610e-01 1.4149e-01
1.4149e-01 1.5875e-01
1.4149e-01 1.5875e-01
1.5875e-01 1.7813e-01
1.5875e-01 1.7813e-01
1.7813e-01 1.9986e-01
1.7813e-01 1.9986e-01
1.9986e-01 2.2425e-01
1.9986e-01 2.2427e-01
2.2423e-01 2.5162e-01
2.2425e-01 2.5188e-01
2.5139e-01 2.8232e-01
2.5162e-01 2.8847e-01
2.7684e-01 3.1677e-01
2.8232e-01 3.5543e-01
2.8232e-01 3.5543e-01
3.1677e-01 3.9880e-01
3.1677e-01 3.9880e-01
3.5543e-01 4.4747e-01
3.5543e-01 4.4747e-01
3.9880e-01 5.0208e-01
3.9880e-01 5.0210e-01
4.4746e-01 5.6335e-01
4.4747e-01 5.6353e-01
5.0194e-01 6.3209e-01
5.0208e-01 6.3699e-01
5.5946e-01 7.0923e-01
5.0208e-01 7.9027e-01
4.5094e-01 7.0923e-01
4.4747e-01 7.0903e-01
3.9893e-01 6.3209e-01
3.9880e-01 6.3207e-01
3.5544e-01 5.6335e-01
3.5543e-01 5.6335e-01
3.1677e-01 5.0208e-01
3.1677e-01 5.0208e-01
2.8232e-01 4.4747e-01
2.8232e-01 4.4747e-01
2.5162e-01 3.9880e-01
2.5162e-01 3.9880e-01
2.2425e-01 3.5543e-01
2.2425e-01 3.5543e-01
1.9986e-01 3.1677e-01
1.9986e-01 3.1677e-01
1.7813e-01 2.8232e-01
1.7813e-01 2.8232e-01
1.5875e-01 2.5162e-01
1.5875e-01 2.5162e-01
1.4149e-01 2.2425e-01
1.4149e-01 2.2425e-01
1.2610e-01 1.9986e-01
1.2610e-01 1.9986e-01
1.1238e-01 1.9005e-01
1.0568e-01 1.7813e-01
1.0016e-01 1.7759e-01
8.9569e-02 1.5875e-01
8.9268e-02 1.5870e-01
7.9589e-02 1.4149e-01
7.9559e-02 1.4148e-01
7.0911e-02 1.2610e-01
7.0906e-02 1.2610e-01
6.3196e-02 1.1238e-01
6.3195e-02 1.1238e-01
5.6322e-02 1.0936e-01
5.1708e-02 1.0016e-01
5.0196e-02 9.9899e-02
4.4867e-02 8.9268e-02
4.4737e-02 8.9228e-02
3.9886e-02 7.9559e-02
3.9871e-02 7.9553e-02
3.5535e-02 7.7447e-02
3.2610e-02 7.0906e-02
3.1670e-02 7.0703e-02
2.8295e-02 6.3195e-02
2.8226e-02 6.3167e-02
2.5156e-02 6.1079e-02
2.3241e-02 5.6322e-02
2.2420e-02 5.6097e-02
1.9998e-02 5.0196e-02
1.9982e-02 5.0189e-02
1.7808e-02 4.9567e-02
1.6002e-02 4.4737e-02
1.5872e-02 4.4675e-02
1.4145e-02 4.3727e-02
1.2809e-02 3.9871e-02
1.2607e-02 3.9770e-02
1.1236e-02 3.8885e-02
1.0144e-02 3.5535e-02
1.0014e-02 3.5462e-02
8.9247e-03 3.4793e-02
7.9541e-03 3.2256e-02
7.7859e-03 3.1670e-02
7.0890e-03 3.1272e-02
6.3180e-03 3.0159e-02
5.7314e-03 2.8226e-02
5.6309e-03 2.8164e-02
5.0185e-03 2.7632e-02
